visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
F-1,Europe,54,Bachelor,Scientist,52605.61956338983,Yes,No,Once,High,Clean,No,No,France,1,Female,Married,2
B-1,Asia,66,PhD,Technician,22604.641151293654,Yes,No,Once,High,Clean,No,No,China,1,Male,Married,1
O-1,North America,78,Bachelor,Student,74151.38007616243,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Male,Single,1
B-2,Asia,79,High School,Student,0.0,Yes,No,Never,Low,Clean,No,No,Pakistan,0,Female,Single,0
O-1,Asia,8,High School,Technician,12573.535590879048,Yes,No,Multiple,High,Clean,No,No,Philippines,1,Male,Married,1
B-2,South America,77,Master,Scientist,42854.50842040982,Yes,No,Multiple,High,Clean,No,No,Colombia,1,Female,Married,0
F-1,Europe,42,Master,Scientist,14847.306883771444,Yes,No,Once,Medium,Clean,No,No,Germany,1,Female,Single,2
B-2,Europe,13,Bachelor,Technician,27919.834066820673,Yes,No,Once,High,Clean,No,Yes,UK,1,Male,Married,1
L-1,South America,14,PhD,Professor,32201.8133647514,No,No,Never,Low,Clean,No,No,Colombia,1,Female,Married,1
B-2,Europe,49,Master,Professor,25641.91758339907,No,No,Never,High,Clean,No,No,France,1,Male,Married,2
B-2,Europe,32,Bachelor,Technician,74913.07321470878,Yes,No,Never,High,Clean,No,No,UK,1,Male,Single,4
O-1,Africa,37,PhD,Technician,28943.930310473654,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Single,1
B-2,Asia,55,Bachelor,Athlete,31693.759365328864,Yes,No,Multiple,Low,Clean,No,No,Pakistan,1,Female,Married,1
TN,Europe,63,High School,Professor,43840.981234924075,Yes,No,Once,Medium,Clean,No,No,France,1,Male,Single,2
J-1,North America,79,Master,Scientist,1199.1817149478884,Yes,No,Never,Low,Clean,No,No,Mexico,1,Male,Single,1
TN,South America,67,Master,Professor,24466.555135697352,Yes,No,Never,Low,Clean,No,No,Brazil,1,Female,Single,1
F-1,Europe,0,PhD,Student,24277.096500382933,No,No,Multiple,High,Clean,No,No,France,1,Female,Single,1
B-1,North America,5,High School,Athlete,30468.635206080125,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Female,Married,0
B-1,Asia,44,None,Technician,53221.40680959121,Yes,No,Never,Medium,Clean,No,Yes,China,1,Male,Divorced,0
J-1,Asia,16,High School,Scientist,59883.77481685068,Yes,No,Never,Medium,Clean,No,No,China,1,Female,Married,0
O-1,Asia,69,Bachelor,Scientist,47284.380886777486,Yes,No,Never,Low,Clean,No,No,India,1,Male,Married,0
J-1,Europe,59,PhD,Scientist,0.0,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,0
B-1,Africa,24,Master,Technician,41515.502974365016,Yes,No,Once,Low,Clean,No,No,South Africa,1,Female,Single,2
L-1,Europe,18,Bachelor,Athlete,14001.14212030267,No,No,Never,Medium,Clean,No,No,Russia,1,Female,Single,0
B-1,Africa,5,Master,Athlete,10063.229815555478,Yes,No,Never,Low,Clean,No,No,Kenya,1,Male,Married,1
B-1,South America,16,Master,Student,32800.482359844056,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Single,1
TN,Africa,60,Bachelor,Businessperson,16316.502231952345,Yes,No,Never,High,Clean,No,No,Nigeria,1,Male,Single,1
F-1,North America,38,Master,Athlete,45941.63524682483,No,No,Multiple,High,Clean,No,No,Guatemala,1,Male,Divorced,1
B-1,Asia,24,High School,Businessperson,51313.51232053399,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Married,3
B-1,Europe,0,High School,Athlete,5199.010175011495,Yes,No,Once,High,Clean,No,Yes,France,1,Male,Single,0
TN,Africa,42,Bachelor,Technician,46989.58601084395,Yes,No,Never,High,Clean,No,Yes,Ghana,1,Female,Married,1
B-2,Asia,42,High School,Businessperson,42854.765982929865,No,No,Multiple,Medium,Clean,No,No,China,0,Female,Single,2
J-1,Asia,29,Bachelor,Athlete,7549.461360131514,Yes,No,Never,Medium,Clean,No,No,India,1,Male,Married,1
TN,Africa,62,Bachelor,Technician,30118.637768419358,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Male,Divorced,3
B-1,South America,62,Master,Student,12590.675960546218,Yes,No,Never,High,Clean,No,No,Brazil,1,Male,Married,0
B-1,Asia,35,None,Student,59451.87406784555,Yes,Yes,Never,High,Clean,No,Yes,India,1,Male,Divorced,1
L-1,South America,70,Bachelor,Scientist,31375.48312400804,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Married,2
TN,South America,12,Master,Athlete,49829.14510268722,No,No,Once,Medium,Clean,No,No,Brazil,1,Female,Married,2
B-1,Europe,33,PhD,Student,50766.603853119086,No,No,Once,Medium,Clean,No,No,UK,1,Female,Divorced,1
F-1,Africa,28,Master,Technician,27924.119544860136,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Female,Married,2
O-1,North America,17,PhD,Businessperson,31668.794114394717,Yes,No,Multiple,High,Negative Content,No,No,Mexico,1,Male,Single,0
L-1,North America,29,PhD,Athlete,24400.042910639775,Yes,No,Never,High,Clean,No,No,Guatemala,1,Male,Single,1
B-1,Europe,30,Bachelor,Technician,0.0,Yes,No,Never,High,Clean,No,No,France,1,Female,Married,2
O-1,Africa,61,Bachelor,Student,11872.08531773023,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Married,1
F-1,South America,41,Bachelor,Athlete,36217.191562229185,Yes,No,Once,High,Clean,No,No,Colombia,1,Male,Single,1
J-1,South America,42,Bachelor,Businessperson,36922.603866287536,Yes,No,Multiple,High,Clean,No,No,Colombia,1,Female,Single,2
B-1,South America,74,Bachelor,Student,29804.531388374293,Yes,No,Never,Low,Clean,No,No,Argentina,1,Male,Single,2
J-1,North America,63,Bachelor,Scientist,1368.8835243385438,Yes,No,Multiple,High,Clean,No,No,Canada,1,Other,Single,3
B-1,North America,9,High School,Businessperson,33141.82698750437,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Other,Divorced,2
L-1,North America,73,Master,Professor,20577.96459809989,Yes,No,Never,Low,Clean,No,No,Mexico,1,Male,Single,0
L-1,Asia,68,Master,Scientist,12251.78527180796,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Married,0
O-1,Europe,63,Bachelor,Businessperson,24995.97277400564,Yes,No,Multiple,Medium,Clean,No,No,UK,1,Female,Married,0
F-1,North America,71,Bachelor,Technician,0.0,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Single,1
B-2,Asia,74,Master,Technician,31568.307831204685,Yes,No,Multiple,Low,Clean,No,No,Philippines,1,Male,Single,2
TN,North America,47,Bachelor,Student,53252.06121955199,No,No,Once,Medium,Clean,No,No,Canada,1,Male,Single,1
O-1,Asia,32,Bachelor,Student,37433.18250018926,Yes,No,Once,High,Clean,No,No,India,1,Male,Single,2
O-1,North America,20,Bachelor,Scientist,26499.24986610467,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Divorced,1
F-1,Asia,7,Bachelor,Student,81590.61776980179,Yes,No,Multiple,Medium,Clean,No,No,India,1,Male,Married,0
B-1,Asia,54,High School,Scientist,45060.16323797177,No,No,Once,Low,Clean,No,Yes,India,0,Male,Married,0
J-1,Africa,58,High School,Scientist,0.0,Yes,Yes,Never,High,Clean,No,No,Ghana,1,Male,Married,1
J-1,North America,21,Master,Athlete,27603.873809824923,Yes,No,Once,High,Clean,No,No,Guatemala,1,Female,Married,1
B-1,Europe,45,Bachelor,Businessperson,12198.556750247135,Yes,No,Once,High,Clean,No,No,France,1,Female,Married,1
B-2,North America,75,Master,Businessperson,16713.812943471028,Yes,No,Multiple,High,Clean,No,No,Canada,1,Other,Single,0
B-2,Europe,9,Master,Athlete,41264.63955242627,Yes,No,Never,High,Clean,No,No,Russia,1,Male,Married,2
B-2,Asia,17,High School,Student,41601.4963005794,No,No,Once,Medium,Clean,No,No,China,0,Male,Single,3
B-1,South America,8,Master,Student,30024.26896790121,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Female,Single,0
TN,Africa,1,Master,Professor,53512.27885820727,No,No,Multiple,High,Clean,Yes,No,Ghana,1,Female,Married,1
L-1,Africa,48,Bachelor,Technician,59866.312760925226,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Divorced,0
O-1,Africa,6,Master,Technician,7726.395687240776,Yes,No,Once,Medium,Clean,No,No,Ghana,1,Female,Single,1
L-1,Europe,78,High School,Businessperson,19145.150091710268,Yes,No,Never,Medium,Clean,No,No,Russia,0,Female,Married,1
B-1,Asia,14,Master,Scientist,51418.10617937775,Yes,No,Once,High,Clean,No,Yes,Pakistan,1,Female,Single,0
L-1,Europe,32,PhD,Athlete,68924.43882999566,No,No,Never,High,Clean,No,No,Russia,1,Female,Single,0
TN,South America,69,None,Professor,34438.32611615939,Yes,Yes,Never,Low,Clean,No,No,Colombia,0,Male,Married,2
B-2,Africa,48,PhD,Professor,0.0,No,No,Never,Medium,Clean,No,No,Kenya,1,Female,Single,0
L-1,Europe,41,Master,Technician,23188.622467529003,Yes,No,Never,High,Clean,No,No,France,1,Female,Single,3
B-1,South America,24,PhD,Student,38622.36710239516,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Female,Divorced,3
O-1,North America,69,Bachelor,Scientist,15430.012090460752,Yes,No,Multiple,Medium,Clean,No,No,Mexico,1,Male,Married,0
L-1,South America,80,Master,Scientist,33914.02677633135,Yes,No,Once,High,Clean,No,No,Argentina,1,Male,Single,3
L-1,South America,44,Master,Scientist,36380.32327642185,Yes,No,Once,Medium,Clean,No,No,Colombia,1,Female,Single,3
L-1,Asia,7,Bachelor,Businessperson,7400.595524325734,No,No,Never,High,Clean,No,No,Pakistan,1,Female,Single,2
L-1,Europe,22,Master,Athlete,17220.2450165018,Yes,No,Never,Medium,Clean,No,No,France,1,Female,Single,1
O-1,Europe,23,Bachelor,Professor,37407.944459499064,Yes,No,Multiple,Medium,Clean,No,No,Germany,1,Female,Single,1
B-1,Africa,74,Bachelor,Professor,36021.69024448402,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Male,Widowed,0
F-1,South America,78,PhD,Professor,11961.543815707413,Yes,No,Never,Low,Clean,No,No,Colombia,1,Female,Single,2
L-1,South America,6,High School,Professor,23462.79278836935,Yes,No,Once,High,Clean,No,No,Colombia,1,Male,Single,0
F-1,South America,79,PhD,Professor,56581.28708388982,Yes,No,Once,Low,Clean,No,No,Colombia,1,Male,Married,1
O-1,North America,74,High School,Student,0.0,No,No,Multiple,Medium,Clean,No,No,Mexico,0,Male,Single,0
B-1,South America,14,Master,Student,47389.22151234823,No,No,Multiple,Low,Clean,No,No,Argentina,1,Female,Married,2
J-1,South America,25,Bachelor,Athlete,21612.671853486598,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Divorced,2
TN,North America,40,High School,Businessperson,968.5068504113297,Yes,No,Multiple,High,Clean,No,No,Guatemala,1,Female,Single,0
F-1,Africa,28,Bachelor,Scientist,20590.57963426833,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Female,Single,1
B-1,Asia,58,Bachelor,Student,42142.12523684618,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Single,1
J-1,Africa,37,Bachelor,Technician,20334.438325222196,Yes,No,Never,High,Clean,No,No,South Africa,1,Male,Single,0
L-1,Europe,9,High School,Athlete,22247.579021073863,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Single,0
O-1,South America,77,High School,Professor,13998.535959361641,Yes,No,Multiple,High,Clean,No,No,Argentina,1,Female,Single,0
O-1,North America,5,None,Technician,19364.05164151371,No,No,Never,High,Clean,No,No,Canada,1,Female,Single,1
B-1,Europe,74,PhD,Scientist,35875.519512378625,Yes,No,Never,Low,Clean,No,No,Germany,1,Male,Single,1
B-2,Africa,56,High School,Technician,17116.27289228494,Yes,No,Once,High,Clean,No,Yes,South Africa,1,Male,Single,0
J-1,Europe,16,Bachelor,Student,65848.03956235893,Yes,No,Once,Medium,Clean,No,No,Russia,1,Male,Married,1
B-2,Asia,80,None,Student,6441.500895133264,Yes,No,Never,Medium,Clean,No,No,China,0,Male,Single,0
O-1,South America,50,High School,Athlete,60374.1828025728,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Single,1
O-1,North America,61,Master,Professor,0.0,Yes,No,Multiple,High,Clean,No,No,Canada,1,Male,Married,0
L-1,Africa,53,Bachelor,Student,15216.844179559448,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Male,Single,1
L-1,South America,69,None,Businessperson,49520.91484043101,Yes,No,Once,Low,Clean,No,No,Argentina,1,Female,Married,1
F-1,Europe,76,Master,Professor,15837.983991078809,Yes,No,Once,Medium,Clean,No,No,UK,1,Male,Married,0
O-1,Asia,61,None,Scientist,30260.88871384364,Yes,No,Never,High,Clean,No,Yes,China,1,Male,Single,0
L-1,Europe,61,Bachelor,Businessperson,2515.308823769923,No,No,Never,Medium,Clean,No,No,Russia,1,Female,Single,0
F-1,Asia,34,Bachelor,Athlete,32768.446705303904,Yes,No,Never,High,Clean,No,No,India,1,Female,Single,1
J-1,Asia,44,High School,Scientist,63251.11269451295,No,No,Never,Low,Clean,No,No,Pakistan,0,Female,Single,2
B-2,Africa,35,High School,Professor,49988.503398311026,No,No,Once,High,Clean,No,No,Kenya,1,Female,Single,2
J-1,North America,14,Master,Professor,50985.40134469683,Yes,No,Once,Medium,Clean,No,No,Canada,1,Female,Single,3
TN,Asia,38,Master,Scientist,53444.18735151387,Yes,No,Multiple,Medium,Clean,No,No,China,1,Female,Single,2
B-2,Europe,9,Master,Scientist,38177.98336188849,Yes,No,Once,High,Clean,No,No,UK,1,Male,Married,1
B-1,South America,70,Bachelor,Athlete,1610.0493948967523,Yes,No,Never,High,Clean,No,No,Brazil,1,Other,Married,1
J-1,North America,43,Master,Athlete,16826.56463527704,Yes,No,Never,High,Clean,No,No,Guatemala,1,Male,Single,2
TN,Africa,58,None,Technician,37518.91229660376,No,No,Multiple,Medium,Clean,No,No,Ghana,0,Male,Single,3
B-1,South America,36,Master,Scientist,55843.307145880084,No,No,Once,High,Clean,No,No,Brazil,1,Female,Married,0
B-2,Asia,56,High School,Technician,54409.804533067116,Yes,No,Never,Medium,Clean,No,No,China,1,Male,Single,2
O-1,Asia,67,Master,Student,16524.467114314542,Yes,Yes,Never,High,Clean,No,Yes,India,1,Male,Single,1
O-1,Asia,11,Master,Technician,29808.623155111876,Yes,No,Never,Low,Clean,No,No,Pakistan,1,Female,Married,0
F-1,North America,44,Bachelor,Scientist,20662.257345085272,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Single,3
J-1,Asia,5,Bachelor,Scientist,6241.802678959961,Yes,No,Never,Medium,Clean,No,No,India,1,Male,Married,0
J-1,South America,36,Master,Scientist,15098.865309253031,Yes,No,Multiple,High,Clean,No,Yes,Colombia,1,Male,Single,3
F-1,South America,16,Bachelor,Scientist,18209.101735437987,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,0
F-1,Asia,52,Master,Athlete,37081.39622747643,Yes,No,Once,Medium,Clean,No,No,Philippines,1,Male,Divorced,1
L-1,North America,31,None,Scientist,15057.088460309347,Yes,No,Never,High,Clean,No,No,Mexico,1,Other,Widowed,2
TN,Europe,46,High School,Technician,6870.890466669909,No,No,Never,High,Clean,No,No,France,1,Male,Married,2
O-1,South America,54,None,Student,12059.791107522597,No,No,Never,High,Clean,No,No,Brazil,1,Female,Single,2
L-1,Africa,11,Bachelor,Professor,0.0,No,No,Never,Medium,Clean,No,No,South Africa,1,Male,Single,3
B-2,North America,70,Bachelor,Athlete,43300.8182977125,No,No,Once,High,Clean,No,Yes,Guatemala,1,Female,Married,1
O-1,Europe,24,Bachelor,Athlete,40477.61216027465,No,No,Never,Medium,Clean,No,No,France,1,Male,Married,2
J-1,Africa,76,High School,Student,21127.939162487462,Yes,No,Never,High,Clean,No,No,Nigeria,1,Other,Single,1
F-1,South America,68,Master,Professor,15323.253221903324,Yes,No,Once,Medium,Clean,No,Yes,Colombia,1,Female,Married,1
F-1,North America,73,High School,Athlete,13306.709558529128,Yes,No,Multiple,Medium,Clean,No,No,Canada,0,Female,Single,1
TN,North America,1,Bachelor,Scientist,47000.56876974586,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Single,0
O-1,South America,79,Bachelor,Professor,51170.80525305183,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Female,Single,2
B-1,North America,69,Master,Technician,30410.04540216412,Yes,No,Once,High,Clean,No,No,Guatemala,1,Male,Divorced,1
TN,South America,66,PhD,Scientist,61164.27590226711,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Single,3
TN,North America,54,Bachelor,Scientist,59109.85084603877,Yes,No,Once,Medium,Clean,No,No,Mexico,1,Male,Single,1
L-1,South America,12,PhD,Professor,6679.629593012858,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Male,Single,2
O-1,North America,74,High School,Scientist,6919.546045864088,Yes,No,Never,Medium,Clean,No,No,Mexico,0,Female,Married,4
O-1,Asia,1,High School,Professor,11384.388196883283,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Married,0
B-1,Asia,11,High School,Professor,16896.129816117565,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Single,3
F-1,Europe,19,High School,Technician,51124.35714567703,No,No,Never,High,Clean,No,No,France,1,Male,Married,2
J-1,Europe,25,Master,Student,30868.660639310998,Yes,No,Never,Medium,Clean,No,No,Russia,1,Other,Married,3
J-1,South America,4,PhD,Businessperson,17729.83456378665,Yes,No,Multiple,High,Clean,No,No,Argentina,1,Male,Single,3
B-1,Asia,51,Master,Student,33127.84205630347,Yes,No,Never,High,Negative Content,No,No,India,1,Female,Single,2
TN,Europe,12,Bachelor,Professor,19259.453513068496,Yes,No,Multiple,Medium,Clean,Yes,No,France,1,Male,Married,2
L-1,South America,47,Bachelor,Student,62419.797014851625,No,No,Never,Medium,Clean,No,No,Colombia,1,Female,Married,0
B-2,North America,78,Master,Professor,33562.38704603705,Yes,No,Never,High,Clean,No,Yes,Mexico,1,Female,Married,3
O-1,Asia,44,Master,Technician,39815.370582413816,Yes,No,Never,High,Clean,No,Yes,Philippines,1,Male,Single,2
J-1,South America,65,Master,Professor,32055.153979759216,Yes,No,Once,High,Clean,No,No,Brazil,1,Male,Single,3
B-2,South America,65,Bachelor,Technician,59752.79627208614,Yes,No,Multiple,Medium,Clean,No,No,Colombia,1,Female,Single,1
O-1,Africa,63,Bachelor,Businessperson,50188.92189422637,No,No,Never,Medium,Clean,No,No,Ghana,1,Male,Single,2
L-1,Europe,15,Master,Technician,0.0,Yes,No,Once,Low,Clean,No,No,Germany,1,Male,Single,1
B-1,South America,51,High School,Technician,0.0,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Married,0
TN,South America,62,Bachelor,Businessperson,36307.98178084114,Yes,No,Multiple,Low,Clean,No,No,Brazil,1,Male,Married,1
L-1,Europe,73,Bachelor,Scientist,9122.747452733176,No,No,Never,High,Clean,No,No,France,1,Male,Married,4
F-1,Africa,50,High School,Professor,25805.37608724725,Yes,No,Never,High,Clean,Yes,Yes,Ghana,1,Male,Married,3
L-1,Europe,47,Bachelor,Professor,36196.28534612369,No,No,Never,Medium,Clean,No,No,France,1,Male,Single,2
B-1,Africa,1,PhD,Student,21158.420837054306,Yes,No,Never,High,Negative Content,No,No,Ghana,1,Female,Single,2
B-1,Africa,33,High School,Athlete,11196.738006616943,Yes,No,Never,High,Clean,No,Yes,Ghana,1,Other,Married,4
L-1,Asia,56,High School,Businessperson,17755.205850941453,Yes,No,Once,Medium,Clean,No,No,China,1,Female,Single,1
O-1,Asia,14,Master,Student,30515.07891960817,No,No,Never,High,Clean,No,No,China,1,Female,Single,0
B-1,South America,70,High School,Technician,46527.847256281035,Yes,No,Multiple,Medium,Clean,No,No,Colombia,0,Male,Married,1
F-1,South America,79,None,Student,34211.21866048857,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,0
B-2,South America,75,Bachelor,Technician,20975.23352748511,No,No,Never,Medium,Clean,No,No,Brazil,0,Female,Married,1
L-1,Asia,66,High School,Professor,47666.10648880873,Yes,No,Once,Medium,Clean,No,No,Philippines,1,Female,Single,1
B-1,Asia,78,High School,Athlete,50615.66024906776,No,No,Never,Medium,Clean,No,No,India,0,Female,Single,1
TN,Europe,23,Master,Professor,54548.16865669415,Yes,No,Multiple,High,Clean,No,No,Russia,1,Male,Single,1
O-1,South America,38,Bachelor,Technician,22165.464014596015,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Female,Single,0
O-1,Europe,13,Bachelor,Technician,30850.361731429297,Yes,No,Multiple,Low,Clean,No,No,Germany,1,Male,Married,2
O-1,Europe,79,Master,Technician,32722.4079232781,Yes,No,Multiple,High,Clean,No,No,Germany,1,Male,Single,1
B-2,Asia,14,PhD,Professor,28530.980982912777,Yes,Yes,Once,Low,Clean,No,No,China,1,Male,Married,0
F-1,Europe,2,Bachelor,Student,47399.42735554912,No,No,Never,High,Clean,No,Yes,Russia,1,Male,Divorced,1
L-1,Asia,53,High School,Athlete,39412.17155612084,No,No,Multiple,High,Clean,No,No,China,1,Female,Single,3
B-1,Asia,27,High School,Scientist,12034.005517933223,Yes,No,Never,High,Clean,No,No,China,1,Female,Married,0
B-2,Asia,16,Master,Scientist,0.0,No,No,Multiple,Medium,Clean,No,No,Pakistan,1,Female,Single,0
F-1,North America,0,Bachelor,Athlete,48395.533570380634,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Divorced,1
J-1,Asia,31,High School,Technician,10988.93878728641,Yes,Yes,Never,Medium,Clean,No,No,Philippines,0,Other,Single,2
B-1,South America,32,High School,Professor,4228.596370700576,Yes,No,Once,Medium,Clean,No,No,Colombia,1,Male,Married,3
O-1,Africa,80,Master,Technician,66205.96037015342,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Divorced,1
O-1,Europe,32,Bachelor,Athlete,27553.240364408543,Yes,No,Never,High,Clean,No,No,Russia,1,Female,Married,2
F-1,South America,68,Master,Athlete,18178.21983443136,No,No,Never,High,Negative Content,No,No,Colombia,1,Female,Single,0
TN,Asia,11,High School,Athlete,44358.79737293701,Yes,No,Never,Medium,Clean,No,No,China,1,Female,Single,0
TN,South America,18,PhD,Scientist,57858.24264721636,No,No,Once,High,Clean,No,No,Argentina,1,Female,Single,0
B-2,South America,61,Bachelor,Student,40696.95888267126,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Married,1
TN,South America,29,None,Businessperson,7214.054455741956,Yes,No,Multiple,Medium,Clean,No,Yes,Argentina,1,Female,Divorced,1
O-1,North America,50,PhD,Businessperson,16379.809611713164,Yes,No,Multiple,Medium,Clean,No,No,Mexico,1,Male,Married,0
L-1,Africa,25,None,Businessperson,32975.500765830904,No,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
B-2,North America,36,Bachelor,Technician,46010.336762479696,No,No,Multiple,High,Clean,No,No,Guatemala,1,Female,Married,0
O-1,Asia,30,Bachelor,Businessperson,66886.0759012356,Yes,No,Multiple,Medium,Clean,No,No,Philippines,1,Female,Single,1
L-1,South America,77,Bachelor,Professor,8724.119262775679,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Male,Divorced,0
F-1,Africa,14,Bachelor,Scientist,32128.453669588034,Yes,No,Once,Medium,Clean,No,No,South Africa,1,Female,Married,1
F-1,South America,39,Master,Student,2238.5910112812453,No,No,Multiple,High,Clean,No,No,Argentina,1,Male,Single,1
B-2,Asia,0,High School,Technician,5461.5326109852285,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Male,Single,3
B-2,Europe,24,Master,Technician,12273.42940522695,Yes,No,Multiple,Medium,Clean,No,Yes,Germany,1,Other,Single,0
L-1,Europe,28,Bachelor,Scientist,33852.25119052573,Yes,No,Once,High,Clean,No,No,Russia,1,Male,Married,1
TN,Africa,49,Bachelor,Scientist,33295.185559841426,Yes,No,Once,Medium,Clean,No,No,Ghana,1,Male,Married,2
B-1,South America,71,Bachelor,Athlete,28038.32835510127,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Married,3
B-2,South America,79,PhD,Businessperson,39741.277884531635,No,No,Multiple,High,Clean,No,No,Brazil,1,Female,Single,1
O-1,South America,80,Master,Professor,44177.04497081495,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Single,2
B-1,Europe,9,High School,Student,59298.620696952625,Yes,No,Once,High,Clean,Yes,No,Russia,1,Male,Single,0
B-1,North America,49,High School,Student,33815.73083944269,Yes,No,Multiple,Medium,Clean,No,No,Canada,1,Male,Married,3
TN,Europe,70,PhD,Technician,66453.67012698427,Yes,No,Never,Medium,Clean,No,No,UK,1,Male,Divorced,1
B-1,South America,56,High School,Technician,12152.141896978352,Yes,No,Once,Medium,Clean,No,No,Colombia,1,Male,Single,0
F-1,Europe,50,PhD,Businessperson,10161.890264179627,No,No,Never,High,Clean,No,No,Russia,1,Female,Single,3
F-1,North America,23,High School,Scientist,56017.91335824769,Yes,No,Never,Medium,Clean,No,No,Canada,1,Female,Single,1
B-1,Europe,26,High School,Scientist,10802.207160879701,Yes,No,Multiple,High,Clean,No,No,France,1,Female,Single,0
B-1,North America,31,PhD,Technician,15629.993667090806,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Single,3
F-1,Europe,26,Master,Professor,31167.439269315986,Yes,No,Multiple,High,Clean,No,No,Russia,1,Female,Single,0
L-1,Asia,30,High School,Businessperson,15748.722224795441,No,No,Once,High,Clean,No,No,Pakistan,1,Female,Married,0
TN,Europe,71,Bachelor,Scientist,33501.488037373725,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Single,0
TN,Asia,11,Bachelor,Student,65303.40254702734,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Female,Divorced,2
O-1,North America,79,Bachelor,Student,19788.734606643877,Yes,No,Never,Medium,Clean,No,No,Canada,1,Male,Married,1
TN,Asia,71,Master,Professor,37143.10799051223,No,No,Never,High,Clean,No,No,Philippines,1,Male,Single,0
J-1,North America,74,PhD,Professor,37923.31071926447,No,No,Once,Medium,Clean,No,No,Guatemala,0,Male,Married,0
B-2,Africa,41,Bachelor,Athlete,22911.749022397773,No,No,Multiple,High,Clean,No,No,Kenya,1,Male,Single,1
B-1,Africa,34,Master,Professor,18625.831850611205,Yes,No,Never,Low,Clean,No,No,Nigeria,1,Female,Married,1
F-1,North America,41,Master,Athlete,60934.42718837022,Yes,No,Multiple,Medium,Clean,No,No,Mexico,1,Male,Single,3
TN,Europe,78,High School,Businessperson,37871.776100139716,Yes,No,Multiple,High,Clean,No,No,Germany,1,Female,Married,0
B-1,Asia,1,PhD,Businessperson,8529.111347795351,Yes,No,Never,Low,Clean,No,No,Philippines,1,Male,Divorced,2
B-1,South America,23,PhD,Professor,3809.105705189624,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Married,1
B-1,Europe,36,High School,Businessperson,45579.06076860023,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Married,0
TN,Asia,62,High School,Technician,40800.2671061904,Yes,No,Once,High,Clean,No,No,India,1,Female,Single,0
B-1,North America,7,Bachelor,Student,30095.30550186965,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Single,1
L-1,North America,9,Bachelor,Athlete,32058.647073816715,No,No,Once,High,Negative Content,No,No,Guatemala,1,Female,Widowed,1
B-2,North America,41,Bachelor,Businessperson,31841.048557476162,No,No,Multiple,Low,Clean,No,No,Mexico,1,Male,Single,2
B-2,Europe,1,Bachelor,Athlete,25649.32197487343,Yes,No,Once,Medium,Clean,No,No,France,1,Male,Single,1
